vintage_quarter,repo_full_name,clone_url,stars_at_discovery,archived_at_discovery,created_at_github,first_commit_date,snapshot_date,snapshot_sha,age_days_at_snapshot,is_young_partial,state_n_files,state_parsed_files,state_parse_rate,state_total_lines,state_n_functions,state_mean_comment_len,state_median_comment_len,state_p90_comment_len,state_mean_complexity,state_median_complexity,state_p90_complexity,state_mean_func_len,state_median_func_len,state_p90_func_len,state_mean_body_len,state_median_body_len,state_p90_body_len,state_mean_docstring_len,state_median_docstring_len,state_p90_docstring_len,state_frac_functions_with_docstring,flow_n_commits,flow_n_contributors,flow_mean_added_comment_len,flow_median_hunk_added,flow_mean_hunk_added,flow_median_added_code_lines_per_commit,flow_mean_added_code_lines_per_commit,flow_total_added_code_lines,flow_total_added_comment_lines,flow_total_added_blank_lines,flow_total_raw_added_lines,flow_total_raw_deleted_lines,flow_total_raw_n_files
2017Q1,fossasia/visdom,https://github.com/fossasia/visdom.git,10290,0,2017-01-25T17:59:45Z,2017-03-16T12:07:09-07:00,2017-09-12,1126ea12bcd7b3593fa916b4f3ed4d737ca01ffb,180,0,3,3,1.0,1920,73,25.90909090909091,20.5,54,4.808219178082192,3,13,19.616438356164384,12,45,16.506849315068493,9,37,3.1095890410958904,0,12,0.3835616438356164,42,22,27.729411764705883,2.3095238095238093,17.357460317460315,6.0,42.357142857142854,1779,85,376,2274,322,58
2017Q1,yandex/gixy,https://github.com/yandex/gixy.git,8566,0,2017-03-15T01:02:40Z,2017-03-31T01:12:44+03:00,2017-09-27,b14934d3ba8ec551966b8da59f2104b006aa0b16,180,0,38,38,1.0,4351,303,47.76608187134503,50.5,82,3.3696369636963697,2,6,9.755775577557756,5,19,9.273927392739274,5,17,0.48184818481848185,0,0,0.066006600660066,37,3,62.888888888888886,1.0,2.5869018889607123,2.0,8.378378378378379,310,9,44,575,413,100
2017Q1,Qiskit/qiskit,https://github.com/Qiskit/qiskit.git,7786,0,2017-03-03T17:02:42Z,2017-03-03T17:47:50-05:00,2017-08-30,23de5de8cc69deb1e063b6397c05517c8776beec,180,0,101,101,1.0,12019,669,44.78436516264428,48.0,71,2.5575485799701045,1,5,11.834080717488789,7,23,8.488789237668161,4,16,3.3452914798206277,1,8,0.9805680119581465,462,21,43.59735682819383,2.5,16.884014615692767,5.0,87.82683982683983,40576,5675,7368,83973,65716,1847
2017Q2,freqtrade/freqtrade,https://github.com/freqtrade/freqtrade.git,54168,0,2017-05-17T23:48:53Z,2017-05-12T19:11:56+02:00,2017-11-08,0f1a36b8e946f243feede46e5093a5c24d9463bc,180,0,13,13,1.0,2202,123,39.96638655462185,47,66,2.227642276422764,1,4,12.91869918699187,10,28,10.130081300813009,7,23,2.7886178861788617,1,7,0.5284552845528455,250,8,39.67048710601719,1.5751879699248121,9.091637908629671,2.0,20.368,5092,349,891,9500,6703,452
2017Q2,pydantic/pydantic,https://github.com/pydantic/pydantic.git,28739,0,2017-05-03T21:23:58Z,2017-05-03T22:23:41+01:00,2017-10-30,42e2c068965d964e4c27c5ce605ec38aabd6a1f2,180,0,11,11,1.0,1446,96,51.48148148148148,53,85,3.6875,2.0,10,9.833333333333334,6.0,24,9.041666666666666,5.0,21,0.7916666666666666,0.0,4,0.13541666666666666,86,4,42.173469387755105,3.0,7.454241721494597,8.5,27.3953488372093,2356,98,362,7018,2414,324
2017Q2,ArchiveBox/ArchiveBox,https://github.com/ArchiveBox/ArchiveBox.git,28255,0,2017-05-05T08:50:14Z,2017-05-05T04:50:15-04:00,2017-11-01,eaaba8bb046dc95e5d98d7071896708ce8708235,180,0,8,8,1.0,1520,52,47.708333333333336,43.0,80,4.730769230769231,3.0,9,22.865384615384617,21.5,41,21.826923076923077,21.0,41,1.0384615384615385,1.0,1,0.7692307692307693,75,9,50.24519230769231,2.0,3.717645625329331,6.0,35.72,2679,208,515,3402,2076,110
2017Q2,tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor.git,17469,1,2017-06-15T16:57:39Z,2017-06-15T11:24:53-07:00,2017-12-12,d9f807cf2738323d19aba0a20a8cf0c7f7da8b27,180,0,88,88,1.0,31574,1557,42.986962190352024,43.0,72,2.520231213872832,1,6,16.93256262042389,8,40,13.346820809248555,7,31,3.585741811175337,0,13,0.47848426461143223,615,46,45.18774038461538,3.2777777777777777,10.30419967775108,15.0,65.47317073170731,40266,4160,7008,57641,35849,1926
2017Q2,openai/baselines,https://github.com/openai/baselines.git,16758,0,2017-05-24T01:58:13Z,2017-05-24T02:34:20-07:00,2017-11-20,b05be68c55d416f7aa71f745aaf3c2999d83b83c,180,0,93,89,0.956989247311828,10694,684,39.76410998552822,36,71,2.3421052631578947,1.0,5,11.150584795321638,5.0,27,9.969298245614034,5.0,22,1.1812865497076024,0.0,1,0.1476608187134503,29,19,44.02625298329355,1.0,11.170698990551932,4.0,254.41379310344828,7378,419,1167,8976,1779,186
2017Q2,pyecharts/pyecharts,https://github.com/pyecharts/pyecharts.git,15772,0,2017-06-22T02:50:25Z,2017-06-11T15:15:37+08:00,2017-12-08,acf9ca942810bd30385156b1dca7aa9183ddce64,180,0,41,41,1.0,8387,176,19.069444444444443,14.0,39,2.3068181818181817,1.0,5,22.068181818181817,8.5,56,14.261363636363637,6.0,31,7.806818181818182,3.0,21,0.5625,337,9,29.51027397260274,2.267857142857143,19.48167818902185,7.0,58.486646884273,19710,292,1340,27966,16444,1586
2017Q2,allenai/allennlp,https://github.com/allenai/allennlp.git,11884,1,2017-05-15T15:52:41Z,2017-05-15T08:52:42-07:00,2017-11-11,87db4d2d76795e66f2ed473018614e0ec367917b,180,0,143,143,1.0,13655,578,58.38944365192582,60,87,2.586505190311419,2.0,6,15.35121107266436,8.0,38,11.873702422145328,6.0,28,3.4775086505190314,0.0,11,0.3391003460207612,277,12,58.78560830860534,3.196078431372549,10.665713573643206,18.0,73.52707581227436,20367,1348,3037,38103,17016,1793
2017Q2,kkroening/ffmpeg-python,https://github.com/kkroening/ffmpeg-python.git,11012,0,2017-05-14T05:25:44Z,2017-05-13T18:27:06-10:00,2017-11-09,7a44e549552841d80af86e34e18ba09d790e5cc8,180,0,8,8,1.0,1176,84,69,69.0,77,2.2142857142857144,1.0,5,10.19047619047619,6.0,20,6.059523809523809,3.0,11,4.130952380952381,0.0,10,0.3333333333333333,72,3,53.125,3.6666666666666665,21.287261034172797,3.5,33.25,2394,16,505,3819,2030,136
2017Q3,d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh.git,80428,0,2017-08-23T04:40:24Z,2017-08-22T21:40:25-07:00,2018-02-18,c3fd69ae9a5cbf38731d8adfcc082aa329b63377,180,0,3,3,1.0,715,23,46.46341463414634,44,76,3.5652173913043477,2,6,13.695652173913043,11,21,13.217391304347826,10,20,0.4782608695652174,0,1,0.4782608695652174,66,6,45.875,1.0,10.17607964684888,2.0,12.56060606060606,829,416,248,1493,772,71
2017Q3,satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython.git,37078,0,2017-08-28T20:22:19Z,2017-08-27T00:01:11+05:30,2018-02-23,17e49ee9db24d6ec16936879fb16250d12417285,180,0,5,3,0.6,237,3,39.5,40.0,58,1.6666666666666667,2,2,5.333333333333333,4,9,5.333333333333333,4,9,0,0,0,0.0,14,2,33.035714285714285,13.291666666666668,24.215277777777782,12.5,26.214285714285715,367,28,103,540,262,15
2017Q3,facebookresearch/fairseq,https://github.com/facebookresearch/fairseq.git,32230,1,2017-08-29T16:26:12Z,2017-09-14T17:22:43-07:00,2018-03-13,49aeab2d59b96933424e06685392eaed6a06e324,180,0,51,51,1.0,5801,369,42.97770700636943,44.0,77,2.7371273712737128,1,6,12.506775067750677,6,29,11.78048780487805,5,26,0.7262872628726287,0,1,0.34417344173441733,132,11,41.459880239520956,2.125,4.080775321316831,9.5,56.765151515151516,7493,835,1470,10838,4075,426
2017Q3,onnx/onnx,https://github.com/onnx/onnx.git,21429,0,2017-09-07T04:53:45Z,2017-09-06T21:47:53-07:00,2018-03-05,a71125280c9410663ee8d09d5b3b0c4a239349eb,180,0,14,14,1.0,1371,67,39.71212121212121,36.5,72,4.08955223880597,2,13,14.970149253731343,6,40,14,6,33,0.9701492537313433,0,7,0.16417910447761194,186,28,39.154545454545456,2.5,5.75523627992813,1.0,11.774193548387096,2190,110,311,8675,1946,390
2017Q3,horovod/horovod,https://github.com/horovod/horovod.git,14684,1,2017-08-09T19:39:59Z,2017-08-09T19:02:27-07:00,2018-02-05,11bc15737db643c3e616423226441b350301bff6,180,0,5,5,1.0,820,53,50.58730158730159,61,79,2.018867924528302,1,5,10.39622641509434,9,23,5.830188679245283,4,12,4.566037735849057,1,12,0.660377358490566,24,2,50.95454545454545,2.4444444444444446,33.48853615520282,0.0,28.041666666666668,673,66,156,2965,243,53
2017Q3,fivetran/great_expectations,https://github.com/fivetran/great_expectations.git,11776,0,2017-09-11T00:18:46Z,2017-06-06T16:53:17-07:00,2017-12-03,8d51b31204454434575621ca3fd45a3807b3d507,180,0,7,7,1.0,1639,97,56.37931034482759,51.5,100,2.195876288659794,1,5,17.948453608247423,15,30,13.206185567010309,4,30,4.742268041237113,0,16,0.3402061855670103,317,3,39.84480234260615,2.3333333333333335,6.034353120214097,3.0,18.974763406940063,6015,1366,1253,18320,11300,554
2017Q3,OpenMined/PySyft,https://github.com/OpenMined/PySyft.git,10028,0,2017-07-18T20:41:16Z,2017-07-18T16:41:16-04:00,2018-01-14,60621fbfbeedf41ab275ba75d80fce78c5f6a0fb,180,0,272,272,1.0,40626,2092,50.58296557811121,50.0,79,2.712715105162524,2.0,6,13.981835564053537,8.0,31,12.235181644359464,7.0,28,1.7466539196940727,1.0,6,0.5363288718929254,0,0,nan,nan,nan,nan,nan,0,0,0,0,0,0
