newborn_repo,vintage_quarter,dependency_name
chatchat-space/Langchain-Chatchat,2023Q1,pymupdf
chatchat-space/Langchain-Chatchat,2023Q1,pytest
chatchat-space/Langchain-Chatchat,2023Q1,python-magic-bin
chatchat-space/Langchain-Chatchat,2023Q1,rapidocr-onnxruntime
chatchat-space/Langchain-Chatchat,2023Q1,requests
chatchat-space/Langchain-Chatchat,2023Q1,scikit-learn
chatchat-space/Langchain-Chatchat,2023Q1,scipy
chatchat-space/Langchain-Chatchat,2023Q1,sentence-transformers
chatchat-space/Langchain-Chatchat,2023Q1,spacy
chatchat-space/Langchain-Chatchat,2023Q1,sqlalchemy
chatchat-space/Langchain-Chatchat,2023Q1,starlette
chatchat-space/Langchain-Chatchat,2023Q1,streamlit
chatchat-space/Langchain-Chatchat,2023Q1,streamlit-aggrid
chatchat-space/Langchain-Chatchat,2023Q1,streamlit-antd-components
chatchat-space/Langchain-Chatchat,2023Q1,streamlit-chatbox
chatchat-space/Langchain-Chatchat,2023Q1,streamlit-option-menu
chatchat-space/Langchain-Chatchat,2023Q1,tiktoken
chatchat-space/Langchain-Chatchat,2023Q1,torch
chatchat-space/Langchain-Chatchat,2023Q1,torchaudio
chatchat-space/Langchain-Chatchat,2023Q1,torchvision
chatchat-space/Langchain-Chatchat,2023Q1,tqdm
chatchat-space/Langchain-Chatchat,2023Q1,transformers
chatchat-space/Langchain-Chatchat,2023Q1,transformers-stream-generator
chatchat-space/Langchain-Chatchat,2023Q1,unstructured
chatchat-space/Langchain-Chatchat,2023Q1,uvicorn
chatchat-space/Langchain-Chatchat,2023Q1,vllm
chatchat-space/Langchain-Chatchat,2023Q1,watchdog
chatchat-space/Langchain-Chatchat,2023Q1,websockets
stanfordnlp/dspy,2023Q1,backoff
stanfordnlp/dspy,2023Q1,datasets
stanfordnlp/dspy,2023Q1,joblib
stanfordnlp/dspy,2023Q1,jupyter
stanfordnlp/dspy,2023Q1,openai
stanfordnlp/dspy,2023Q1,pandas
stanfordnlp/dspy,2023Q1,regex
stanfordnlp/dspy,2023Q1,spacy
stanfordnlp/dspy,2023Q1,tqdm
stanfordnlp/dspy,2023Q1,ujson
SYSTRAN/faster-whisper,2023Q1,av
SYSTRAN/faster-whisper,2023Q1,ctranslate2
SYSTRAN/faster-whisper,2023Q1,huggingface-hub
SYSTRAN/faster-whisper,2023Q1,onnxruntime
SYSTRAN/faster-whisper,2023Q1,tokenizers
openai/chatgpt-retrieval-plugin,2023Q1,arrow
openai/chatgpt-retrieval-plugin,2023Q1,azure-identity
openai/chatgpt-retrieval-plugin,2023Q1,azure-search-documents
openai/chatgpt-retrieval-plugin,2023Q1,chromadb
openai/chatgpt-retrieval-plugin,2023Q1,docx2txt
openai/chatgpt-retrieval-plugin,2023Q1,elasticsearch
openai/chatgpt-retrieval-plugin,2023Q1,fastapi
openai/chatgpt-retrieval-plugin,2023Q1,llama-index
openai/chatgpt-retrieval-plugin,2023Q1,loguru
openai/chatgpt-retrieval-plugin,2023Q1,numpy
openai/chatgpt-retrieval-plugin,2023Q1,openai
openai/chatgpt-retrieval-plugin,2023Q1,pgvector
openai/chatgpt-retrieval-plugin,2023Q1,pinecone-client
openai/chatgpt-retrieval-plugin,2023Q1,psycopg2
openai/chatgpt-retrieval-plugin,2023Q1,psycopg2cffi
openai/chatgpt-retrieval-plugin,2023Q1,pydantic
openai/chatgpt-retrieval-plugin,2023Q1,pymilvus
openai/chatgpt-retrieval-plugin,2023Q1,pypdf2
openai/chatgpt-retrieval-plugin,2023Q1,python-dotenv
openai/chatgpt-retrieval-plugin,2023Q1,python-multipart
openai/chatgpt-retrieval-plugin,2023Q1,python-pptx
openai/chatgpt-retrieval-plugin,2023Q1,qdrant-client
openai/chatgpt-retrieval-plugin,2023Q1,redis
openai/chatgpt-retrieval-plugin,2023Q1,supabase
openai/chatgpt-retrieval-plugin,2023Q1,tenacity
openai/chatgpt-retrieval-plugin,2023Q1,tiktoken
openai/chatgpt-retrieval-plugin,2023Q1,uvicorn
openai/chatgpt-retrieval-plugin,2023Q1,weaviate-client
openai/evals,2023Q1,backoff
openai/evals,2023Q1,blobfile
openai/evals,2023Q1,datasets
openai/evals,2023Q1,filelock
openai/evals,2023Q1,fire
openai/evals,2023Q1,langchain
openai/evals,2023Q1,langdetect
openai/evals,2023Q1,lz4
openai/evals,2023Q1,matplotlib
openai/evals,2023Q1,mock
openai/evals,2023Q1,mypy
openai/evals,2023Q1,nltk
openai/evals,2023Q1,numpy
openai/evals,2023Q1,openai
openai/evals,2023Q1,pandas
openai/evals,2023Q1,pydantic
openai/evals,2023Q1,pytest
openai/evals,2023Q1,pyyaml
openai/evals,2023Q1,pyzstd
openai/evals,2023Q1,sacrebleu
openai/evals,2023Q1,setuptools-scm
openai/evals,2023Q1,snowflake-connector-python
openai/evals,2023Q1,termcolor
openai/evals,2023Q1,tiktoken
openai/evals,2023Q1,tqdm
openai/evals,2023Q1,types-pyyaml
hiyouga/LlamaFactory,2023Q2,accelerate
hiyouga/LlamaFactory,2023Q2,datasets
hiyouga/LlamaFactory,2023Q2,fastapi
hiyouga/LlamaFactory,2023Q2,gradio
hiyouga/LlamaFactory,2023Q2,jieba
hiyouga/LlamaFactory,2023Q2,matplotlib
hiyouga/LlamaFactory,2023Q2,nltk
hiyouga/LlamaFactory,2023Q2,peft
hiyouga/LlamaFactory,2023Q2,protobuf
hiyouga/LlamaFactory,2023Q2,pydantic
hiyouga/LlamaFactory,2023Q2,rouge-chinese
hiyouga/LlamaFactory,2023Q2,scipy
hiyouga/LlamaFactory,2023Q2,sentencepiece
hiyouga/LlamaFactory,2023Q2,sse-starlette
hiyouga/LlamaFactory,2023Q2,tiktoken
hiyouga/LlamaFactory,2023Q2,torch
hiyouga/LlamaFactory,2023Q2,transformers
hiyouga/LlamaFactory,2023Q2,trl
hiyouga/LlamaFactory,2023Q2,uvicorn
FoundationAgents/MetaGPT,2023Q2,aiofiles
FoundationAgents/MetaGPT,2023Q2,aiohttp
FoundationAgents/MetaGPT,2023Q2,anthropic
FoundationAgents/MetaGPT,2023Q2,beautifulsoup4
FoundationAgents/MetaGPT,2023Q2,channels
FoundationAgents/MetaGPT,2023Q2,faiss-cpu
FoundationAgents/MetaGPT,2023Q2,fire
FoundationAgents/MetaGPT,2023Q2,gitignore-parser
FoundationAgents/MetaGPT,2023Q2,gitpython
FoundationAgents/MetaGPT,2023Q2,google-generativeai
FoundationAgents/MetaGPT,2023Q2,lancedb
FoundationAgents/MetaGPT,2023Q2,langchain
FoundationAgents/MetaGPT,2023Q2,libcst
FoundationAgents/MetaGPT,2023Q2,loguru
FoundationAgents/MetaGPT,2023Q2,meilisearch
FoundationAgents/MetaGPT,2023Q2,numpy
FoundationAgents/MetaGPT,2023Q2,openai
FoundationAgents/MetaGPT,2023Q2,openpyxl
FoundationAgents/MetaGPT,2023Q2,pandas
FoundationAgents/MetaGPT,2023Q2,pydantic
FoundationAgents/MetaGPT,2023Q2,pytest
FoundationAgents/MetaGPT,2023Q2,pytest-mock
FoundationAgents/MetaGPT,2023Q2,python-docx
FoundationAgents/MetaGPT,2023Q2,pyyaml
FoundationAgents/MetaGPT,2023Q2,qdrant-client
FoundationAgents/MetaGPT,2023Q2,semantic-kernel
FoundationAgents/MetaGPT,2023Q2,setuptools
FoundationAgents/MetaGPT,2023Q2,ta
FoundationAgents/MetaGPT,2023Q2,tenacity
FoundationAgents/MetaGPT,2023Q2,tiktoken
FoundationAgents/MetaGPT,2023Q2,tqdm
FoundationAgents/MetaGPT,2023Q2,typer
FoundationAgents/MetaGPT,2023Q2,typing-extensions
FoundationAgents/MetaGPT,2023Q2,typing-inspect
FoundationAgents/MetaGPT,2023Q2,websocket-client
FoundationAgents/MetaGPT,2023Q2,wrapt
FoundationAgents/MetaGPT,2023Q2,zhipuai
mem0ai/mem0,2023Q2,beautifulsoup4
mem0ai/mem0,2023Q2,chromadb
mem0ai/mem0,2023Q2,cohere
mem0ai/mem0,2023Q2,discord
mem0ai/mem0,2023Q2,docx2txt
mem0ai/mem0,2023Q2,duckduckgo-search
mem0ai/mem0,2023Q2,elasticsearch
mem0ai/mem0,2023Q2,fastapi-poe
mem0ai/mem0,2023Q2,feedparser
mem0ai/mem0,2023Q2,flask
mem0ai/mem0,2023Q2,ftfy
mem0ai/mem0,2023Q2,gitpython
mem0ai/mem0,2023Q2,google-cloud-aiplatform
mem0ai/mem0,2023Q2,google-generativeai
mem0ai/mem0,2023Q2,gpt4all
mem0ai/mem0,2023Q2,huggingface-hub
mem0ai/mem0,2023Q2,langchain
mem0ai/mem0,2023Q2,listparser
mem0ai/mem0,2023Q2,llama-hub
mem0ai/mem0,2023Q2,llama-index
mem0ai/mem0,2023Q2,mysql-connector-python
mem0ai/mem0,2023Q2,newspaper3k
mem0ai/mem0,2023Q2,openai
mem0ai/mem0,2023Q2,opensearch-py
mem0ai/mem0,2023Q2,pillow
mem0ai/mem0,2023Q2,pinecone-client
mem0ai/mem0,2023Q2,posthog
mem0ai/mem0,2023Q2,psycopg
mem0ai/mem0,2023Q2,psycopg-binary
mem0ai/mem0,2023Q2,psycopg-pool
mem0ai/mem0,2023Q2,pygithub
mem0ai/mem0,2023Q2,pymilvus
mem0ai/mem0,2023Q2,pypdf
mem0ai/mem0,2023Q2,python-dotenv
mem0ai/mem0,2023Q2,pytube
mem0ai/mem0,2023Q2,qdrant-client
mem0ai/mem0,2023Q2,regex
mem0ai/mem0,2023Q2,replicate
mem0ai/mem0,2023Q2,requests
mem0ai/mem0,2023Q2,schema
mem0ai/mem0,2023Q2,sentence-transformers
mem0ai/mem0,2023Q2,slack-sdk
mem0ai/mem0,2023Q2,tiktoken
mem0ai/mem0,2023Q2,torch
mem0ai/mem0,2023Q2,torchvision
mem0ai/mem0,2023Q2,twilio
mem0ai/mem0,2023Q2,unstructured
mem0ai/mem0,2023Q2,weaviate-client
mem0ai/mem0,2023Q2,youtube-transcript-api
mem0ai/mem0,2023Q2,yt-dlp
NanmiCoder/MediaCrawler,2023Q2,aerich
NanmiCoder/MediaCrawler,2023Q2,aiomysql
NanmiCoder/MediaCrawler,2023Q2,httpx
NanmiCoder/MediaCrawler,2023Q2,numpy
NanmiCoder/MediaCrawler,2023Q2,opencv-python
NanmiCoder/MediaCrawler,2023Q2,pillow
NanmiCoder/MediaCrawler,2023Q2,playwright
NanmiCoder/MediaCrawler,2023Q2,pyexecjs
NanmiCoder/MediaCrawler,2023Q2,redis
NanmiCoder/MediaCrawler,2023Q2,tenacity
NanmiCoder/MediaCrawler,2023Q2,tornado
NanmiCoder/MediaCrawler,2023Q2,tortoise-orm
zylon-ai/private-gpt,2023Q2,boto3
zylon-ai/private-gpt,2023Q2,chromadb
zylon-ai/private-gpt,2023Q2,fastapi
zylon-ai/private-gpt,2023Q2,injector
zylon-ai/private-gpt,2023Q2,llama-index
zylon-ai/private-gpt,2023Q2,pypdf
zylon-ai/private-gpt,2023Q2,python-multipart
zylon-ai/private-gpt,2023Q2,pyyaml
zylon-ai/private-gpt,2023Q2,torch
zylon-ai/private-gpt,2023Q2,transformers
zylon-ai/private-gpt,2023Q2,watchdog
AntonOsika/gpt-engineer,2023Q2,agent-protocol
AntonOsika/gpt-engineer,2023Q2,black
AntonOsika/gpt-engineer,2023Q2,click
AntonOsika/gpt-engineer,2023Q2,dataclasses-json
AntonOsika/gpt-engineer,2023Q2,langchain
AntonOsika/gpt-engineer,2023Q2,mypy
AntonOsika/gpt-engineer,2023Q2,openai
AntonOsika/gpt-engineer,2023Q2,pre-commit
AntonOsika/gpt-engineer,2023Q2,pytest
AntonOsika/gpt-engineer,2023Q2,python-dotenv
AntonOsika/gpt-engineer,2023Q2,rudder-sdk-python
AntonOsika/gpt-engineer,2023Q2,ruff
AntonOsika/gpt-engineer,2023Q2,tabulate
AntonOsika/gpt-engineer,2023Q2,termcolor
AntonOsika/gpt-engineer,2023Q2,tiktoken
AntonOsika/gpt-engineer,2023Q2,typer
Aider-AI/aider,2023Q2,aiohttp
Aider-AI/aider,2023Q2,aiosignal
Aider-AI/aider,2023Q2,async-timeout
Aider-AI/aider,2023Q2,attrs
Aider-AI/aider,2023Q2,backoff
Aider-AI/aider,2023Q2,certifi
Aider-AI/aider,2023Q2,charset-normalizer
Aider-AI/aider,2023Q2,configargparse
Aider-AI/aider,2023Q2,diskcache
Aider-AI/aider,2023Q2,frozenlist
Aider-AI/aider,2023Q2,gitdb
Aider-AI/aider,2023Q2,gitpython
Aider-AI/aider,2023Q2,idna
Aider-AI/aider,2023Q2,jsonschema
Aider-AI/aider,2023Q2,markdown-it-py
Aider-AI/aider,2023Q2,mdurl
Aider-AI/aider,2023Q2,multidict
Aider-AI/aider,2023Q2,networkx
Aider-AI/aider,2023Q2,numpy
Aider-AI/aider,2023Q2,openai
Aider-AI/aider,2023Q2,prompt-toolkit
Aider-AI/aider,2023Q2,pygments
Aider-AI/aider,2023Q2,pytest
Aider-AI/aider,2023Q2,pyyaml
Aider-AI/aider,2023Q2,requests
Aider-AI/aider,2023Q2,rich
Aider-AI/aider,2023Q2,scipy
Aider-AI/aider,2023Q2,smmap
Aider-AI/aider,2023Q2,sounddevice
Aider-AI/aider,2023Q2,soundfile
Aider-AI/aider,2023Q2,tiktoken
Aider-AI/aider,2023Q2,tqdm
Aider-AI/aider,2023Q2,urllib3
Aider-AI/aider,2023Q2,wcwidth
Aider-AI/aider,2023Q2,yarl
assafelovic/gpt-researcher,2023Q2,arxiv
assafelovic/gpt-researcher,2023Q2,asyncio
assafelovic/gpt-researcher,2023Q2,beautifulsoup4
assafelovic/gpt-researcher,2023Q2,colorama
assafelovic/gpt-researcher,2023Q2,duckduckgo-search
assafelovic/gpt-researcher,2023Q2,fastapi
assafelovic/gpt-researcher,2023Q2,flask
assafelovic/gpt-researcher,2023Q2,langchain
assafelovic/gpt-researcher,2023Q2,markdown
assafelovic/gpt-researcher,2023Q2,md2pdf
assafelovic/gpt-researcher,2023Q2,openai
assafelovic/gpt-researcher,2023Q2,permchain
assafelovic/gpt-researcher,2023Q2,playwright
assafelovic/gpt-researcher,2023Q2,pydantic
assafelovic/gpt-researcher,2023Q2,pymupdf
assafelovic/gpt-researcher,2023Q2,python-dotenv
assafelovic/gpt-researcher,2023Q2,python-multipart
assafelovic/gpt-researcher,2023Q2,pyyaml
assafelovic/gpt-researcher,2023Q2,selenium
assafelovic/gpt-researcher,2023Q2,tavily-python
assafelovic/gpt-researcher,2023Q2,uvicorn
assafelovic/gpt-researcher,2023Q2,webdriver-manager
hacksider/Deep-Live-Cam,2023Q3,customtkinter
hacksider/Deep-Live-Cam,2023Q3,gfpgan
hacksider/Deep-Live-Cam,2023Q3,insightface
hacksider/Deep-Live-Cam,2023Q3,numpy
hacksider/Deep-Live-Cam,2023Q3,onnx
hacksider/Deep-Live-Cam,2023Q3,onnxruntime
hacksider/Deep-Live-Cam,2023Q3,onnxruntime-gpu
hacksider/Deep-Live-Cam,2023Q3,onnxruntime-silicon
hacksider/Deep-Live-Cam,2023Q3,opencv-python
hacksider/Deep-Live-Cam,2023Q3,opennsfw2
hacksider/Deep-Live-Cam,2023Q3,pillow
hacksider/Deep-Live-Cam,2023Q3,protobuf
hacksider/Deep-Live-Cam,2023Q3,psutil
hacksider/Deep-Live-Cam,2023Q3,tensorflow
hacksider/Deep-Live-Cam,2023Q3,tk
hacksider/Deep-Live-Cam,2023Q3,torch
hacksider/Deep-Live-Cam,2023Q3,torchvision
hacksider/Deep-Live-Cam,2023Q3,tqdm
BerriAI/litellm,2023Q3,aiohttp
BerriAI/litellm,2023Q3,anyio
BerriAI/litellm,2023Q3,async-generator
BerriAI/litellm,2023Q3,backoff
BerriAI/litellm,2023Q3,boto3
BerriAI/litellm,2023Q3,certifi
BerriAI/litellm,2023Q3,click
BerriAI/litellm,2023Q3,fastapi
BerriAI/litellm,2023Q3,google-generativeai
BerriAI/litellm,2023Q3,gunicorn
BerriAI/litellm,2023Q3,importlib-metadata
BerriAI/litellm,2023Q3,jinja2
BerriAI/litellm,2023Q3,langfuse
BerriAI/litellm,2023Q3,mangum
BerriAI/litellm,2023Q3,openai
BerriAI/litellm,2023Q3,orjson
BerriAI/litellm,2023Q3,prisma
BerriAI/litellm,2023Q3,pydantic
BerriAI/litellm,2023Q3,python-dotenv
BerriAI/litellm,2023Q3,pyyaml
BerriAI/litellm,2023Q3,redis
BerriAI/litellm,2023Q3,requests
BerriAI/litellm,2023Q3,rq
BerriAI/litellm,2023Q3,streamlit
BerriAI/litellm,2023Q3,tiktoken
BerriAI/litellm,2023Q3,tokenizers
BerriAI/litellm,2023Q3,traceloop-sdk
BerriAI/litellm,2023Q3,uvicorn
Pythagora-io/gpt-pilot,2023Q3,blessed
Pythagora-io/gpt-pilot,2023Q3,certifi
Pythagora-io/gpt-pilot,2023Q3,charset-normalizer
Pythagora-io/gpt-pilot,2023Q3,colorama
Pythagora-io/gpt-pilot,2023Q3,distro
Pythagora-io/gpt-pilot,2023Q3,idna
Pythagora-io/gpt-pilot,2023Q3,jinja2
Pythagora-io/gpt-pilot,2023Q3,jsonschema
Pythagora-io/gpt-pilot,2023Q3,markupsafe
Pythagora-io/gpt-pilot,2023Q3,peewee
Pythagora-io/gpt-pilot,2023Q3,prompt-toolkit
Pythagora-io/gpt-pilot,2023Q3,psutil
Pythagora-io/gpt-pilot,2023Q3,psycopg2-binary
Pythagora-io/gpt-pilot,2023Q3,pytest
Pythagora-io/gpt-pilot,2023Q3,python-dotenv
Pythagora-io/gpt-pilot,2023Q3,python-editor
Pythagora-io/gpt-pilot,2023Q3,pyyaml
Pythagora-io/gpt-pilot,2023Q3,questionary
Pythagora-io/gpt-pilot,2023Q3,readchar
Pythagora-io/gpt-pilot,2023Q3,regex
Pythagora-io/gpt-pilot,2023Q3,requests
Pythagora-io/gpt-pilot,2023Q3,six
Pythagora-io/gpt-pilot,2023Q3,termcolor
Pythagora-io/gpt-pilot,2023Q3,tiktoken
Pythagora-io/gpt-pilot,2023Q3,urllib3
Pythagora-io/gpt-pilot,2023Q3,wcwidth
Pythagora-io/gpt-pilot,2023Q3,yaspin
topoteretes/cognee,2023Q3,asyncpg
topoteretes/cognee,2023Q3,boto3
topoteretes/cognee,2023Q3,dash
topoteretes/cognee,2023Q3,dlt
topoteretes/cognee,2023Q3,fastapi
topoteretes/cognee,2023Q3,fastjsonschema
topoteretes/cognee,2023Q3,gptcache
topoteretes/cognee,2023Q3,graphviz
topoteretes/cognee,2023Q3,greenlet
topoteretes/cognee,2023Q3,grpcio
topoteretes/cognee,2023Q3,gunicorn
topoteretes/cognee,2023Q3,instructor
topoteretes/cognee,2023Q3,iso639
topoteretes/cognee,2023Q3,langchain
topoteretes/cognee,2023Q3,langdetect
topoteretes/cognee,2023Q3,llama-hub
topoteretes/cognee,2023Q3,llama-index
topoteretes/cognee,2023Q3,marvin
topoteretes/cognee,2023Q3,neo4j
topoteretes/cognee,2023Q3,networkx
topoteretes/cognee,2023Q3,nltk
topoteretes/cognee,2023Q3,openai
topoteretes/cognee,2023Q3,pdf2image
topoteretes/cognee,2023Q3,pexpect
topoteretes/cognee,2023Q3,pinecone-client
topoteretes/cognee,2023Q3,psycopg2
topoteretes/cognee,2023Q3,pymupdf
topoteretes/cognee,2023Q3,pypdf
topoteretes/cognee,2023Q3,python-dotenv
topoteretes/cognee,2023Q3,python-jose
topoteretes/cognee,2023Q3,python-multipart
topoteretes/cognee,2023Q3,pyyaml
topoteretes/cognee,2023Q3,sentence-transformers
topoteretes/cognee,2023Q3,spacy
topoteretes/cognee,2023Q3,sqlalchemy
topoteretes/cognee,2023Q3,tiktoken
topoteretes/cognee,2023Q3,torch
topoteretes/cognee,2023Q3,unstructured
topoteretes/cognee,2023Q3,uvicorn
topoteretes/cognee,2023Q3,weaviate-client
1Panel-dev/MaxKB,2023Q3,beautifulsoup4
1Panel-dev/MaxKB,2023Q3,blinker
1Panel-dev/MaxKB,2023Q3,chardet
1Panel-dev/MaxKB,2023Q3,diskcache
1Panel-dev/MaxKB,2023Q3,django
1Panel-dev/MaxKB,2023Q3,django-filter
1Panel-dev/MaxKB,2023Q3,djangorestframework
1Panel-dev/MaxKB,2023Q3,drf-yasg
1Panel-dev/MaxKB,2023Q3,elasticsearch
1Panel-dev/MaxKB,2023Q3,filetype
1Panel-dev/MaxKB,2023Q3,html2text
1Panel-dev/MaxKB,2023Q3,jieba
1Panel-dev/MaxKB,2023Q3,langchain
1Panel-dev/MaxKB,2023Q3,langchain-openai
1Panel-dev/MaxKB,2023Q3,openai
1Panel-dev/MaxKB,2023Q3,pillow
1Panel-dev/MaxKB,2023Q3,psycopg2-binary
1Panel-dev/MaxKB,2023Q3,pycryptodome
1Panel-dev/MaxKB,2023Q3,qianfan
1Panel-dev/MaxKB,2023Q3,sentence-transformers
1Panel-dev/MaxKB,2023Q3,tiktoken
marimo-team/marimo,2023Q3,black
marimo-team/marimo,2023Q3,click
marimo-team/marimo,2023Q3,docutils
marimo-team/marimo,2023Q3,importlib-resources
marimo-team/marimo,2023Q3,jedi
marimo-team/marimo,2023Q3,markdown
marimo-team/marimo,2023Q3,pygments
marimo-team/marimo,2023Q3,pymdown-extensions
marimo-team/marimo,2023Q3,starlette
marimo-team/marimo,2023Q3,tomlkit
marimo-team/marimo,2023Q3,typing-extensions
marimo-team/marimo,2023Q3,uvicorn
marimo-team/marimo,2023Q3,websockets
confident-ai/deepeval,2023Q3,aiohttp
confident-ai/deepeval,2023Q3,bert-score
confident-ai/deepeval,2023Q3,black
confident-ai/deepeval,2023Q3,coverage
confident-ai/deepeval,2023Q3,langchain
confident-ai/deepeval,2023Q3,langchain-core
confident-ai/deepeval,2023Q3,langchain-openai
confident-ai/deepeval,2023Q3,llama-index
confident-ai/deepeval,2023Q3,nltk
confident-ai/deepeval,2023Q3,openai
confident-ai/deepeval,2023Q3,portalocker
confident-ai/deepeval,2023Q3,protobuf
confident-ai/deepeval,2023Q3,pydantic
confident-ai/deepeval,2023Q3,pytest
confident-ai/deepeval,2023Q3,pytest-asyncio
confident-ai/deepeval,2023Q3,pytest-rerunfailures
confident-ai/deepeval,2023Q3,pytest-xdist
confident-ai/deepeval,2023Q3,ragas
confident-ai/deepeval,2023Q3,requests
confident-ai/deepeval,2023Q3,rich
confident-ai/deepeval,2023Q3,rouge-score
confident-ai/deepeval,2023Q3,sentence-transformers
confident-ai/deepeval,2023Q3,sentry-sdk
confident-ai/deepeval,2023Q3,setuptools
confident-ai/deepeval,2023Q3,tabulate
confident-ai/deepeval,2023Q3,torch
confident-ai/deepeval,2023Q3,tqdm
confident-ai/deepeval,2023Q3,transformers
confident-ai/deepeval,2023Q3,typer
confident-ai/deepeval,2023Q3,wheel
QwenLM/Qwen-Agent,2023Q3,anyio
QwenLM/Qwen-Agent,2023Q3,beautifulsoup4
QwenLM/Qwen-Agent,2023Q3,dashscope
QwenLM/Qwen-Agent,2023Q3,docx2txt
QwenLM/Qwen-Agent,2023Q3,fastapi
QwenLM/Qwen-Agent,2023Q3,gradio
QwenLM/Qwen-Agent,2023Q3,gradio-client
QwenLM/Qwen-Agent,2023Q3,html2text
QwenLM/Qwen-Agent,2023Q3,jieba
QwenLM/Qwen-Agent,2023Q3,json5
QwenLM/Qwen-Agent,2023Q3,jsonlines
QwenLM/Qwen-Agent,2023Q3,jupyter
QwenLM/Qwen-Agent,2023Q3,matplotlib
QwenLM/Qwen-Agent,2023Q3,numpy
QwenLM/Qwen-Agent,2023Q3,openai
QwenLM/Qwen-Agent,2023Q3,pandas
QwenLM/Qwen-Agent,2023Q3,pdf2image
QwenLM/Qwen-Agent,2023Q3,pdfminer-six
QwenLM/Qwen-Agent,2023Q3,pillow
QwenLM/Qwen-Agent,2023Q3,pydantic
QwenLM/Qwen-Agent,2023Q3,pypdf
QwenLM/Qwen-Agent,2023Q3,python-pptx
QwenLM/Qwen-Agent,2023Q3,seaborn
QwenLM/Qwen-Agent,2023Q3,sympy
QwenLM/Qwen-Agent,2023Q3,tiktoken
QwenLM/Qwen-Agent,2023Q3,unstructured
QwenLM/Qwen-Agent,2023Q3,uvicorn
QwenLM/Qwen-Agent,2023Q3,wordcloud
meta-llama/codellama,2023Q3,fairscale
meta-llama/codellama,2023Q3,fire
meta-llama/codellama,2023Q3,sentencepiece
meta-llama/codellama,2023Q3,torch
crewAIInc/crewAI,2023Q4,agentops
crewAIInc/crewAI,2023Q4,appdirs
crewAIInc/crewAI,2023Q4,click
crewAIInc/crewAI,2023Q4,crewai-tools
crewAIInc/crewAI,2023Q4,embedchain
crewAIInc/crewAI,2023Q4,instructor
crewAIInc/crewAI,2023Q4,langchain
crewAIInc/crewAI,2023Q4,openai
crewAIInc/crewAI,2023Q4,opentelemetry-api
crewAIInc/crewAI,2023Q4,opentelemetry-exporter-otlp-proto-http
crewAIInc/crewAI,2023Q4,opentelemetry-sdk
crewAIInc/crewAI,2023Q4,pydantic
crewAIInc/crewAI,2023Q4,python-dotenv
crewAIInc/crewAI,2023Q4,regex
datalab-to/marker,2023Q4,bitsandbytes
datalab-to/marker,2023Q4,ftfy
datalab-to/marker,2023Q4,grpcio
datalab-to/marker,2023Q4,nltk
datalab-to/marker,2023Q4,numpy
datalab-to/marker,2023Q4,ocrmypdf
datalab-to/marker,2023Q4,pillow
datalab-to/marker,2023Q4,pydantic
datalab-to/marker,2023Q4,pydantic-settings
datalab-to/marker,2023Q4,pymupdf
datalab-to/marker,2023Q4,pymupdf-fonts
datalab-to/marker,2023Q4,pyspellchecker
datalab-to/marker,2023Q4,pytesseract
datalab-to/marker,2023Q4,python-dotenv
datalab-to/marker,2023Q4,python-magic
datalab-to/marker,2023Q4,ray
datalab-to/marker,2023Q4,scikit-learn
datalab-to/marker,2023Q4,tabulate
datalab-to/marker,2023Q4,texify
datalab-to/marker,2023Q4,thefuzz
datalab-to/marker,2023Q4,torch
datalab-to/marker,2023Q4,tqdm
datalab-to/marker,2023Q4,transformers
myshell-ai/OpenVoice,2023Q4,cn2an
myshell-ai/OpenVoice,2023Q4,eng-to-ipa
myshell-ai/OpenVoice,2023Q4,faster-whisper
myshell-ai/OpenVoice,2023Q4,gradio
myshell-ai/OpenVoice,2023Q4,inflect
myshell-ai/OpenVoice,2023Q4,jieba
myshell-ai/OpenVoice,2023Q4,langid
myshell-ai/OpenVoice,2023Q4,librosa
myshell-ai/OpenVoice,2023Q4,numpy
myshell-ai/OpenVoice,2023Q4,openai
myshell-ai/OpenVoice,2023Q4,pydub
myshell-ai/OpenVoice,2023Q4,pypinyin
myshell-ai/OpenVoice,2023Q4,python-dotenv
myshell-ai/OpenVoice,2023Q4,unidecode
myshell-ai/OpenVoice,2023Q4,wavmark
myshell-ai/OpenVoice,2023Q4,whisper-timestamped
fishaudio/fish-speech,2023Q4,cn2an
fishaudio/fish-speech,2023Q4,datasets
fishaudio/fish-speech,2023Q4,einops
fishaudio/fish-speech,2023Q4,g2p-en
fishaudio/fish-speech,2023Q4,gradio
fishaudio/fish-speech,2023Q4,grpcio
fishaudio/fish-speech,2023Q4,hydra-core
fishaudio/fish-speech,2023Q4,jieba
fishaudio/fish-speech,2023Q4,kui
fishaudio/fish-speech,2023Q4,librosa
fishaudio/fish-speech,2023Q4,lightning
fishaudio/fish-speech,2023Q4,loguru
fishaudio/fish-speech,2023Q4,loralib
fishaudio/fish-speech,2023Q4,natsort
fishaudio/fish-speech,2023Q4,nnaudio
fishaudio/fish-speech,2023Q4,pyopenjtalk
fishaudio/fish-speech,2023Q4,pypinyin
fishaudio/fish-speech,2023Q4,pyrootutils
fishaudio/fish-speech,2023Q4,rich
fishaudio/fish-speech,2023Q4,tensorboard
fishaudio/fish-speech,2023Q4,transformers
fishaudio/fish-speech,2023Q4,wandb
